;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
1;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
2;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
3;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
4;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
5;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
6;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
7;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
8;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
9;[3, 0, 1, 0, 3, 1, 3, 0];9110;166450;1331600;2058;76,45286686103013
