;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];42602;665800;1331600;4816;129,4015780730897
1;[2, 0, 1, 0, 3, 1, 3, 0];42720;665800;1331600;4822;129,21609290750726
2;[2, 0, 1, 0, 3, 1, 3, 0];42983;665800;1331600;4788;130,07873851294903
3;[2, 0, 1, 0, 3, 1, 3, 0];42878;665800;1331600;4786;130,15503552026746
4;[2, 0, 1, 0, 3, 1, 3, 0];42833;665800;1331600;4807;129,59579779488246
5;[2, 0, 1, 0, 3, 1, 3, 0];43013;665800;1331600;4768;130,6180788590604
6;[2, 0, 1, 0, 3, 1, 3, 0];42843;665800;1331600;4806;129,62068248023303
7;[2, 0, 1, 0, 3, 1, 3, 0];42564;665800;1331600;4810;129,57089397089396
8;[2, 0, 1, 0, 3, 1, 3, 0];42742;665800;1331600;4814;129,4262567511425
9;[2, 0, 1, 0, 3, 1, 3, 0];42753;665800;1331600;4796;129,90971643035863
