;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;288;7,267361111111111
1;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;284;7,369718309859155
2;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;285;7,343859649122807
3;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;284;7,369718309859155
4;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;287;7,292682926829267
5;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;286;7,318181818181818
6;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;286;7,318181818181818
7;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;286;7,318181818181818
8;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;286;7,318181818181818
9;[3, 0, 1, 0, 4, 1, 3, 0];407;2500;40000;284;7,369718309859155
