;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
1;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
2;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
3;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
4;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
5;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
6;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
7;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
8;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
9;[2, 0, 1, 0, 3, 1, 2, 0];12333;332900;1331600;13525;23,70181146025878
