0;[0, 5[;[0, 10[;[0, 20[;[0, 40[;*
1;[0, 5[;[0, 10[;[0, 20[;[0, 40[;*
2;[0, 5[;[0, 10[;[0, 20[;[0, 40[;*
3;[0, 5[;[0, 10[;[0, 20[;[0, 40[;*
4;[0, 5[;[0, 10[;[0, 20[;[0, 40[;*
5;[5, 10[;[0, 10[;[0, 20[;[0, 40[;*
6;[5, 10[;[0, 10[;[0, 20[;[0, 40[;*
7;[5, 10[;[0, 10[;[0, 20[;[0, 40[;*
8;[5, 10[;[0, 10[;[0, 20[;[0, 40[;*
9;[5, 10[;[0, 10[;[0, 20[;[0, 40[;*
10;[10, 15[;[10, 20[;[0, 20[;[0, 40[;*
11;[10, 15[;[10, 20[;[0, 20[;[0, 40[;*
12;[10, 15[;[10, 20[;[0, 20[;[0, 40[;*
13;[10, 15[;[10, 20[;[0, 20[;[0, 40[;*
14;[10, 15[;[10, 20[;[0, 20[;[0, 40[;*
15;[15, 20[;[10, 20[;[0, 20[;[0, 40[;*
16;[15, 20[;[10, 20[;[0, 20[;[0, 40[;*
17;[15, 20[;[10, 20[;[0, 20[;[0, 40[;*
18;[15, 20[;[10, 20[;[0, 20[;[0, 40[;*
19;[15, 20[;[10, 20[;[0, 20[;[0, 40[;*
20;[20, 25[;[20, 30[;[20, 40[;[0, 40[;*
21;[20, 25[;[20, 30[;[20, 40[;[0, 40[;*
22;[20, 25[;[20, 30[;[20, 40[;[0, 40[;*
23;[20, 25[;[20, 30[;[20, 40[;[0, 40[;*
24;[20, 25[;[20, 30[;[20, 40[;[0, 40[;*
25;[25, 30[;[20, 30[;[20, 40[;[0, 40[;*
26;[25, 30[;[20, 30[;[20, 40[;[0, 40[;*
27;[25, 30[;[20, 30[;[20, 40[;[0, 40[;*
28;[25, 30[;[20, 30[;[20, 40[;[0, 40[;*
29;[25, 30[;[20, 30[;[20, 40[;[0, 40[;*
30;[30, 35[;[30, 40[;[20, 40[;[0, 40[;*
31;[30, 35[;[30, 40[;[20, 40[;[0, 40[;*
32;[30, 35[;[30, 40[;[20, 40[;[0, 40[;*
33;[30, 35[;[30, 40[;[20, 40[;[0, 40[;*
34;[30, 35[;[30, 40[;[20, 40[;[0, 40[;*
35;[35, 40[;[30, 40[;[20, 40[;[0, 40[;*
36;[35, 40[;[30, 40[;[20, 40[;[0, 40[;*
37;[35, 40[;[30, 40[;[20, 40[;[0, 40[;*
38;[35, 40[;[30, 40[;[20, 40[;[0, 40[;*
39;[35, 40[;[30, 40[;[20, 40[;[0, 40[;*
40;[40, 45[;[40, 50[;[40, 60[;[40, 80[;*
41;[40, 45[;[40, 50[;[40, 60[;[40, 80[;*
42;[40, 45[;[40, 50[;[40, 60[;[40, 80[;*
43;[40, 45[;[40, 50[;[40, 60[;[40, 80[;*
44;[40, 45[;[40, 50[;[40, 60[;[40, 80[;*
45;[45, 50[;[40, 50[;[40, 60[;[40, 80[;*
46;[45, 50[;[40, 50[;[40, 60[;[40, 80[;*
