Black or African American alone;Black;*
White alone;White;*
Two or More Races;Other;*
Asian alone;Asian-Pac-Islander;*
American Indian and Alaska Native tribes specified, or American Indian or Alaska Native, not specified and no other races;Amer-Indian-Eskimo;*
Some Other Race alone;Other;*
American Indian alone;Amer-Indian-Eskimo;*
Native Hawaiian and Other Pacific Islander alone;Amer-Indian-Eskimo;*
Alaska Native alone;Amer-Indian-Eskimo;*
