;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229];[0.3658566889721153, 0.3704500185083993, 0.3677388551926579, 0.3633939523225428, 0.3677026979244016, 0.3670783057924348, 0.36238572981449474, 0.367976535444201, 0.3646569794294241, 0.37259040382721265];[0.3637851298470296, 0.36671508023663607, 0.3629600626468285, 0.36865951647729284, 0.3715533330985668, 0.3636590451410546, 0.3680522460506575, 0.3679584003961867, 0.3681100969362485, 0.3642280470889498];[0.36941777503743506, 0.3639736044230426, 0.3668800652609551, 0.3742473042991178, 0.37343437532891277, 0.37139179347921913, 0.36787445188091394, 0.3731309191221689, 0.3522682161030712, 0.36716756450240995];[0.3521862516494044, 0.3792119186856029, 0.35899721845802723, 0.37032221792754494, 0.35926540664989015, 0.37910930892257355, 0.3652300431164499, 0.36847033052449346, 0.37756807577129325, 0.36814584511023174];[0.36564352056612115, 0.3647373360009915, 0.36762214063823784, 0.36649789328329146, 0.3674421893784032, 0.36425739770635707, 0.3650548788056102, 0.35319202761063223, 0.36420722135007844, 0.37316121810008573];[0.36383261081128904, 0.3720101958867279, 0.3635657272020908, 0.3791860223254524, 0.36701023674675476, 0.36440126031930437, 0.37022295797964144, 0.37229301032982015, 0.3601818019784333, 0.3522041846396162]
k10;[0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314];[0.3320031923383879, 0.3255498284938643, 0.3161157408266671, 0.3286393529229592, 0.3215361999264976, 0.31904084535663485, 0.32102912406334205, 0.3287556309387026, 0.3233354761686106, 0.3275874635568513];[0.33131643499591173, 0.32436296975252066, 0.3168316831683168, 0.32018184170162434, 0.33715451410828084, 0.33364726337523093, 0.3386125442680712, 0.3253857968258612, 0.32141080214494994, 0.32053625837903715];[0.32522913122221614, 0.3270288544122216, 0.33845048927192745, 0.3201842468908337, 0.3247929037460597, 0.34211751226323894, 0.3264478658703633, 0.3370143884892086, 0.3223312409108481, 0.3283445550351288];[0.30618109422834927, 0.3226161436458009, 0.3211810343242697, 0.32794786132865983, 0.3223096339149179, 0.3434926745802588, 0.32575688199417574, 0.3377926421404682, 0.32088836419980815, 0.3251318424872751];[0.3323792616209558, 0.3585145463725473, 0.320178759395025, 0.3382751990224091, 0.34511419742123395, 0.3251438487533108, 0.31668575228103873, 0.3408183094030012, 0.3502551515900623, 0.3244173486388019];[0.32552359369860007, 0.3432851716425858, 0.3496837120542814, 0.2952558351706835, 0.31516920348751293, 0.3089509681507296, 0.29750606100471727, 0.32482158176209686, 0.36154989457675163, 0.3409131474672473]
k20;[0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536];[0.3273796478924684, 0.3289063780947696, 0.32612391904492016, 0.34339642876293636, 0.3242529789184235, 0.3309595610943575, 0.3394978523031578, 0.32562231916999673, 0.3237770318604523, 0.3303439870481873];[0.3294808225171358, 0.3330251110506754, 0.33890454733138253, 0.3272176278365007, 0.33315197678636194, 0.3265045048337872, 0.3306088346410927, 0.3415860248837502, 0.3397058823529412, 0.3406619004103281];[0.3260023498311059, 0.3279328589673417, 0.32683800679998537, 0.32583673394696866, 0.3284093185916468, 0.33361082959316635, 0.32272535068850766, 0.3215611333651832, 0.3255711694545721, 0.33780615373516576];[0.31741811602230346, 0.33240627031712777, 0.3207641104124795, 0.32808783165599265, 0.33988194556578216, 0.33486470843582694, 0.32416081544356246, 0.33295947901591894, 0.31967818128136993, 0.33414017341040464];[0.33091100197531764, 0.31936017650303367, 0.32522491286337346, 0.34120087258162574, 0.3288530629365528, 0.3455035269930169, 0.3402442081140115, 0.3294943871331623, 0.3134679947322538, 0.3554130305260576];[0.31441048034934493, 0.2967620481927711, 0.34556618088147073, 0.3027080033190013, 0.34541849596374447, 0.3157855931578559, 0.3163332843065157, 0.33956008698442125, 0.3414208661907898, 0.33971862049339235]
k40;[0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547];[0.2622306936983769, 0.26342007577943183, 0.24509765394742014, 0.2578206768228864, 0.26039230843559763, 0.26639132679401134, 0.2582233335271656, 0.2479397083292552, 0.2622122836102865, 0.26507689649213756];[0.246905358821686, 0.25152367557430844, 0.255006129955047, 0.2606633243347474, 0.265529560908148, 0.2593029781140546, 0.24187874619239463, 0.2708785559236833, 0.2679215746167503, 0.2727566233026303];[0.24976067207189606, 0.2526930943800526, 0.2619939669913732, 0.25964124692815266, 0.2567347886669763, 0.2617225894732784, 0.23528709799319794, 0.26625564831125065, 0.2529799521652051, 0.266089985264004];[0.24236476407317267, 0.2719539228131335, 0.25674969517505664, 0.25307201742106084, 0.24839953797059455, 0.24764022154614243, 0.24503740354597398, 0.26180009254974546, 0.26960130992726855, 0.2610434047133905];[0.27061606889372575, 0.2530822381791085, 0.25028352430487666, 0.25223240171634004, 0.23105080969243622, 0.28299095522555756, 0.25187056651443007, 0.24899802537684024, 0.2470379953697399, 0.27230740109786106];[0.25912865868932694, 0.24235872235872236, 0.255667797655768, 0.2671363290175171, 0.24287280701754385, 0.2744677246286779, 0.29210957793703135, 0.26606327929579343, 0.2311790410439571, 0.2754915452334722]
k80;[0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122];[0.26720926233736464, 0.26557672749601824, 0.27028568170154527, 0.26570372215091664, 0.26602398576920866, 0.2497614550269702, 0.26763925222937235, 0.259339897111809, 0.2614190772540433, 0.2612471773493139];[0.2646782211473868, 0.24265197717883139, 0.25900587507730366, 0.2719188233952799, 0.2651217219483185, 0.26647558994936466, 0.26171498979631125, 0.2642646099535705, 0.261517719568567, 0.2659462359410626];[0.2694142339248235, 0.26945036540803896, 0.2519207835623937, 0.2621211830044007, 0.25747946054875215, 0.2631376471493422, 0.2344064186027992, 0.26881659164719957, 0.25745907666111995, 0.26576076555023925];[0.24004736997927564, 0.2612145842562453, 0.24043479117027353, 0.24310593630774707, 0.2566068420746936, 0.2403565512345192, 0.26135618077264483, 0.24155885137267277, 0.26423707681979475, 0.26853136222851387];[0.24149679960610537, 0.2689078822412156, 0.25552577399681464, 0.2646048109965636, 0.2659492992264686, 0.24739049848795236, 0.29614664070822466, 0.2834976744186047, 0.26357537414705934, 0.24707625136441602];[0.24970823932155917, 0.28979809299847514, 0.2550434227577803, 0.26680419460202853, 0.27397725343744694, 0.24650393853933678, 0.2653026363239509, 0.2910950086438371, 0.28133949796903956, 0.24161523749433128]
k160;[0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867];[0.2530637733198033, 0.26070856878363, 0.26032738784649834, 0.257157246348739, 0.259332934201124, 0.25583200714202536, 0.25925925925925924, 0.2562918404967498, 0.25452420375961815, 0.25750973214804485];[0.2598516458043579, 0.25261759649945303, 0.2571356696402655, 0.26081582200247216, 0.2608091414453366, 0.25108377270064447, 0.256161270901711, 0.2587066599667582, 0.25, 0.2558388269840344];[0.2826591760299626, 0.2603070387177754, 0.2747408372514587, 0.25789453291487463, 0.2578836449411264, 0.24704403503947833, 0.25982478097622025, 0.25897228325816274, 0.25809818322381134, 0.25667414686992185];[0.2814379109454321, 0.25189201841304515, 0.2611620442445559, 0.24076812365686795, 0.2640430024956806, 0.26047892646435045, 0.26183833291643416, 0.24997555777165095, 0.266055571469493, 0.2751144576033902];[0.2551853935854402, 0.23285955670410494, 0.2477671576308367, 0.2782991367799447, 0.276930616553258, 0.254148133823245, 0.2584832261294919, 0.26480636726280227, 0.28094606955515317, 0.2559197661135743];[0.2590783197414987, 0.2698376574116219, 0.2848785213891787, 0.2326460002783798, 0.2864607459838055, 0.30665774869393875, 0.29487909222775094, 0.25512721665381655, 0.2782751724266836, 0.2845510317902956]
