;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 2, 5, 2, 3, 1];74;625;40000;8;68,875
1;[4, 0, 1, 2, 5, 0, 3, 1];228;625;40000;6;66,16666666666667
2;[4, 0, 1, 2, 4, 0, 4, 1];193;625;40000;7;61,71428571428572
3;[4, 0, 1, 2, 5, 0, 3, 1];214;625;40000;6;68,5
4;[4, 0, 1, 2, 5, 0, 3, 1];220;625;40000;6;67,5
5;[4, 0, 1, 1, 4, 2, 4, 1];127;625;40000;8;62,25
6;[4, 0, 1, 2, 5, 0, 3, 1];253;625;40000;5;74,4
7;[4, 0, 1, 2, 5, 0, 3, 1];221;625;40000;6;67,33333333333333
8;[4, 0, 1, 1, 5, 0, 3, 2];209;625;40000;5;83,2
9;[4, 0, 1, 2, 5, 2, 3, 1];108;625;40000;7;73,85714285714286
