;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 1];1024;5000;40000;40;99,4
1;[4, 0, 1, 1, 4, 1, 3, 1];989;5000;40000;41;97,82926829268293
2;[4, 0, 1, 1, 4, 1, 3, 0];1283;5000;40000;43;86,44186046511628
3;[4, 0, 1, 1, 4, 1, 3, 0];1253;5000;40000;42;89,21428571428571
4;[4, 0, 1, 1, 4, 1, 3, 0];1277;5000;40000;43;86,5813953488372
5;[4, 0, 1, 1, 4, 1, 3, 1];923;5000;40000;43;94,81395348837208
6;[4, 0, 1, 1, 4, 1, 3, 0];1197;5000;40000;45;84,5111111111111
7;[4, 0, 1, 1, 4, 1, 3, 0];1206;5000;40000;44;86,22727272727273
8;[4, 0, 1, 1, 4, 1, 3, 1];985;5000;40000;42;95,5952380952381
9;[4, 0, 1, 1, 4, 1, 3, 1];1059;5000;40000;40;98,525
