;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];1339;20806;1331600;2933;6,637231503579952
1;[2, 0, 1, 0, 3, 1, 3, 0];1487;20806;1331600;2975;6,493781512605042
2;[2, 0, 1, 0, 3, 1, 3, 0];1415;20806;1331600;2947;6,5799117746861215
3;[2, 0, 1, 0, 3, 1, 3, 0];1418;20806;1331600;2960;6,55
4;[2, 0, 1, 0, 3, 1, 3, 0];1404;20806;1331600;2931;6,619583759808939
5;[2, 0, 1, 0, 3, 1, 3, 0];1349;20806;1331600;2975;6,540168067226891
6;[2, 0, 1, 0, 3, 1, 3, 0];1437;20806;1331600;2973;6,514968045745039
7;[2, 0, 1, 0, 3, 1, 3, 0];1427;20806;1331600;2913;6,652591829728802
8;[2, 0, 1, 0, 3, 1, 3, 0];1414;20806;1331600;2953;6,56688113782594
9;[2, 0, 1, 0, 3, 1, 3, 0];1442;20806;1331600;2971;6,517670817906429
