;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
1;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
2;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
3;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
4;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
5;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
6;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
7;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
8;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
9;[3, 0, 1, 1, 4, 1, 3, 0];489;2500;40000;138;14,57246376811594
