;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];13325;166450;1331600;1409;108,6763662171753
1;[3, 0, 1, 0, 3, 1, 3, 0];13374;166450;1331600;1384;110,60404624277456
2;[3, 0, 1, 0, 3, 1, 3, 0];13426;166450;1331600;1402;109,1469329529244
3;[3, 0, 1, 0, 3, 1, 3, 0];13452;166450;1331600;1400;109,28428571428572
4;[3, 0, 1, 0, 3, 1, 3, 0];13433;166450;1331600;1396;109,61103151862464
5;[3, 0, 1, 0, 3, 1, 3, 0];13430;166450;1331600;1381;110,80376538740045
6;[3, 0, 1, 0, 3, 1, 3, 0];13055;166450;1331600;1424;107,72120786516854
7;[3, 0, 1, 0, 3, 1, 3, 0];13262;166450;1331600;1401;109,34189864382584
8;[3, 0, 1, 0, 3, 1, 3, 0];13504;166450;1331600;1383;110,59002169197396
9;[3, 0, 1, 0, 3, 1, 3, 0];13201;166450;1331600;1401;109,38543897216276
