;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4580;17,38406113537118
1;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4586;17,36131705189708
2;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4580;17,38406113537118
3;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4580;17,38406113537118
4;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4574;17,40686488850022
5;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4574;17,40686488850022
6;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4576;17,399256993006993
7;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4581;17,380266317397947
8;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4585;17,365103598691384
9;[2, 0, 1, 0, 3, 1, 3, 0];3606;83225;1331600;4578;17,391655744866753
