;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
1;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
2;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
3;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
4;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
5;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
6;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
7;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
8;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
9;[3, 0, 1, 0, 4, 1, 3, 0];117;625;40000;111;4,576576576576577
