;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
1;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
2;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
3;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
4;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
5;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
6;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
7;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
8;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
9;[2, 0, 1, 0, 3, 1, 3, 0];27000;665800;1331600;7251;88,09819335264102
