;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 2, 5, 0, 3, 1];721;2500;40000;8;222,375
1;[4, 0, 1, 2, 4, 2, 3, 1];434;2500;40000;13;158,92307692307693
2;[4, 0, 1, 2, 4, 0, 3, 1];930;2500;40000;11;142,72727272727272
3;[4, 0, 1, 2, 5, 0, 3, 1];645;2500;40000;8;231,875
4;[4, 0, 1, 2, 4, 0, 3, 1];849;2500;40000;12;137,58333333333334
5;[4, 0, 1, 1, 5, 0, 3, 1];785;2500;40000;10;171,5
6;[4, 0, 1, 2, 5, 0, 3, 1];716;2500;40000;8;223,0
7;[4, 0, 1, 1, 5, 0, 3, 1];779;2500;40000;10;172,1
8;[4, 0, 1, 2, 4, 0, 3, 1];909;2500;40000;11;144,63636363636363
9;[4, 0, 1, 2, 5, 0, 3, 1];668;2500;40000;8;229,0
