;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 4, 0];2235;10000;40000;25;310,6
1;[4, 0, 1, 1, 4, 1, 4, 1];1703;10000;40000;24;345,7083333333333
2;[4, 0, 1, 1, 4, 1, 4, 0];2352;10000;40000;24;318,6666666666667
3;[4, 0, 1, 1, 4, 1, 4, 0];2346;10000;40000;24;318,9166666666667
4;[4, 0, 1, 1, 4, 0, 3, 1];2912;10000;40000;24;295,3333333333333
5;[4, 0, 1, 1, 4, 1, 4, 1];1804;10000;40000;23;356,3478260869565
6;[4, 0, 1, 1, 4, 1, 4, 1];1726;10000;40000;25;330,96
7;[4, 0, 1, 1, 4, 1, 4, 1];1638;10000;40000;25;334,48
8;[4, 0, 1, 2, 4, 0, 3, 1];2246;10000;40000;21;369,2380952380952
9;[4, 0, 1, 1, 4, 1, 4, 0];2310;10000;40000;25;307,6
