;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
1;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
2;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
3;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
4;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
5;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
6;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
7;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
8;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
9;[3, 0, 1, 0, 4, 1, 3, 0];16403;166450;1331600;721;208,1095700416089
