;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
1;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
2;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
3;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
4;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
5;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
6;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
7;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
8;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
9;[3, 0, 1, 1, 4, 1, 3, 0];242;1250;40000;118;8,542372881355933
