;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
1;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
2;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
3;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
4;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
5;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
6;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
7;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
8;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
9;[3, 0, 1, 0, 4, 1, 3, 0];2164;20806;1331600;721;25,85575589459085
