;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];9321;166450;1331600;2057;76,38745746232377
1;[3, 0, 1, 0, 3, 1, 3, 0];9220;166450;1331600;2058;76,399416909621
2;[3, 0, 1, 0, 3, 1, 3, 0];9276;166450;1331600;2058;76,37220602526725
3;[3, 0, 1, 0, 3, 1, 3, 0];9411;166450;1331600;2057;76,34370442391833
4;[3, 0, 1, 0, 3, 1, 3, 0];9324;166450;1331600;2058;76,3488824101069
5;[3, 0, 1, 0, 3, 1, 3, 0];9381;166450;1331600;2056;76,3954280155642
6;[3, 0, 1, 0, 3, 1, 3, 0];9299;166450;1331600;2058;76,36103012633625
7;[3, 0, 1, 0, 3, 1, 3, 0];9372;166450;1331600;2057;76,36266407389402
8;[3, 0, 1, 0, 3, 1, 3, 0];9607;166450;1331600;2058;76,21137026239067
9;[3, 0, 1, 0, 3, 1, 3, 0];9388;166450;1331600;2058;76,31778425655976
