;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
1;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
2;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
3;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
4;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
5;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
6;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
7;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
8;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
9;[3, 0, 1, 0, 3, 1, 3, 0];56676;665800;1331600;1350;451,2029629629629
