;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
1;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
2;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
3;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
4;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
5;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
6;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
7;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
8;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
9;[2, 0, 1, 0, 3, 1, 3, 0];21641;332900;1331600;4659;66,80811332904057
