;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 0];834;5000;40000;73;57,06849315068493
1;[4, 0, 1, 1, 4, 1, 3, 0];896;5000;40000;73;56,21917808219178
2;[4, 0, 1, 1, 4, 1, 3, 0];843;5000;40000;73;56,945205479452056
3;[4, 0, 1, 1, 4, 1, 3, 0];903;5000;40000;73;56,12328767123287
4;[4, 0, 1, 1, 4, 1, 3, 0];873;5000;40000;73;56,53424657534247
5;[4, 0, 1, 1, 4, 1, 3, 0];876;5000;40000;73;56,49315068493151
6;[4, 0, 1, 1, 4, 1, 3, 0];838;5000;40000;73;57,013698630136986
7;[4, 0, 1, 1, 4, 1, 3, 0];864;5000;40000;73;56,65753424657535
8;[4, 0, 1, 1, 4, 1, 3, 0];866;5000;40000;73;56,63013698630137
9;[4, 0, 1, 1, 4, 1, 3, 0];826;5000;40000;73;57,17808219178082
