;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
1;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
2;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
3;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
4;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
5;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
6;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
7;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
8;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
9;[3, 0, 1, 0, 3, 1, 3, 0];9289;166450;1331600;2058;76,365889212828
