;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];2935;41612;1331600;2761;14,008330315103224
1;[2, 0, 1, 0, 3, 1, 3, 0];2935;41612;1331600;2761;14,008330315103224
2;[2, 0, 1, 0, 3, 1, 3, 0];2935;41612;1331600;2761;14,008330315103224
3;[2, 0, 1, 0, 3, 1, 3, 0];2935;41612;1331600;2761;14,008330315103224
4;[2, 0, 1, 0, 3, 1, 3, 0];2936;41612;1331600;2761;14,00796812749004
5;[2, 0, 1, 0, 3, 1, 3, 0];2935;41612;1331600;2761;14,008330315103224
6;[2, 0, 1, 0, 3, 1, 3, 0];2936;41612;1331600;2761;14,00796812749004
7;[2, 0, 1, 0, 3, 1, 3, 0];2936;41612;1331600;2761;14,00796812749004
8;[2, 0, 1, 0, 3, 1, 3, 0];2935;41612;1331600;2761;14,008330315103224
9;[2, 0, 1, 0, 3, 1, 3, 0];2935;41612;1331600;2761;14,008330315103224
