;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
1;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
2;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
3;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
4;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
5;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
6;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
7;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
8;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
9;[2, 0, 1, 0, 3, 1, 3, 0];11355;166450;1331600;4659;33,28933247478
