;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];1142;10000;40000;849;10,433451118963486
1;[3, 0, 1, 0, 3, 1, 3, 0];1142;10000;40000;849;10,433451118963486
2;[3, 0, 1, 0, 3, 1, 3, 0];1144;10000;40000;845;10,480473372781065
3;[3, 0, 1, 0, 3, 1, 3, 0];1126;10000;40000;854;10,391100702576113
4;[3, 0, 1, 0, 3, 1, 3, 0];1098;10000;40000;856;10,399532710280374
5;[3, 0, 1, 0, 3, 1, 3, 0];1125;10000;40000;842;10,540380047505938
6;[3, 0, 1, 0, 3, 1, 3, 0];1164;10000;40000;847;10,43211334120425
7;[3, 0, 1, 0, 3, 1, 3, 0];1163;10000;40000;843;10,482799525504152
8;[3, 0, 1, 0, 3, 1, 3, 0];1216;10000;40000;834;10,532374100719425
9;[3, 0, 1, 0, 3, 1, 3, 0];1111;10000;40000;840;10,582142857142856
