;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229];[0.36003365135052895, 0.3656738948976149, 0.36660101843473325, 0.3705151227069469, 0.3725946288855995, 0.3655657861992961, 0.3671316292572399, 0.3659488416645971, 0.37499780713295794, 0.36715078647301874];[0.3683587887348812, 0.3641601024200288, 0.37090691198759296, 0.36594370096908163, 0.36431279705217434, 0.3736996298440432, 0.36677649059411205, 0.3681456602439455, 0.36736355750677124, 0.37012333915621193];[0.3701973276701177, 0.36544685088374407, 0.36535126526278533, 0.3543389172478252, 0.3671152451855913, 0.3663473287173948, 0.36671328176169654, 0.3662542662116041, 0.3714094856379425, 0.36333838068940943];[0.37149294188052245, 0.3638725751913152, 0.36502969311190925, 0.36571225955145825, 0.3657923613323422, 0.3615466477474282, 0.3629369757626485, 0.3619898187014379, 0.36506333599078755, 0.37167363869652337];[0.3512958963282937, 0.36964019959730365, 0.376538260414851, 0.38123136656728834, 0.3733016244950776, 0.3681154816736372, 0.35786688596099187, 0.373283962692563, 0.36302788844621514, 0.3760522875816994];[0.38077735602768664, 0.3798004129387474, 0.3703885882931628, 0.36604904727680687, 0.38849262957679503, 0.3708156899646261, 0.3690984110262488, 0.3699302776661367, 0.3825380223247201, 0.3812204960947559]
k10;[0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314];[0.325182073342995, 0.328173261445673, 0.32765154982698325, 0.32915451895043735, 0.3276968356397272, 0.3260475920472628, 0.32843396812065223, 0.3235855988243938, 0.3257575757575757, 0.3261032434901782];[0.3298443615181578, 0.3266247916933726, 0.31708085469135117, 0.32854276855735914, 0.32458944119916233, 0.3300931993592544, 0.3271393107476636, 0.35332195816988865, 0.3207292993042869, 0.3241687745151948];[0.31636282792352155, 0.318206205020998, 0.3185749131495306, 0.3179536394507604, 0.3319533718269964, 0.32987514105784277, 0.3279810668123066, 0.3198303678436434, 0.33418288957576414, 0.32022430458201134];[0.31440497170948895, 0.3452395768512757, 0.32571156801053636, 0.3254707486229802, 0.3258254415152291, 0.31922232674819695, 0.3378032515049926, 0.32308145096019425, 0.3260353950009122, 0.3241704768725096];[0.3484568390288561, 0.3377281218565886, 0.3561788089931025, 0.33300851739569803, 0.322739554803963, 0.342691328574226, 0.34777385159010593, 0.3257324236564632, 0.35479005156628196, 0.3183811875714128];[0.33657086223984145, 0.36111302668781464, 0.32866029489109344, 0.3558150039959693, 0.3348214285714286, 0.36024071384104583, 0.3505647186945601, 0.3155529359758344, 0.3539881574364333, 0.30860776912062776]
k20;[0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536];[0.3271534044298605, 0.32770609384410415, 0.33696786498254705, 0.3271368656251717, 0.33838838658549764, 0.31336697264788577, 0.32284737789864393, 0.3274588665447898, 0.3390250026903899, 0.32421810435070064];[0.32686403508771933, 0.32905335062373287, 0.3295003820821659, 0.3287596447808997, 0.3272707331785695, 0.3278610690089663, 0.33606808633404855, 0.3285641473714868, 0.32662086104816895, 0.3308150224827511];[0.3372625355971306, 0.33454928222718283, 0.31039050693135806, 0.3276338167254906, 0.33079323608389577, 0.33273592932529555, 0.3440360411899313, 0.32706032673176966, 0.3346081685668928, 0.3196502038632548];[0.3364212579229644, 0.3514600084638172, 0.3418870762673925, 0.3449524350418855, 0.3384262248045334, 0.32258655431397687, 0.32177143487696325, 0.34210385486719347, 0.33377972420283036, 0.3375862564692352];[0.3256350616289079, 0.3381527837721191, 0.3337061625054121, 0.3725623428687912, 0.34188552669140737, 0.33657973523788914, 0.32557631377690377, 0.3327697233514408, 0.33850133841151214, 0.3446662619192172];[0.3194073532101701, 0.3129507682659141, 0.3583206560702233, 0.37038049513916177, 0.3155891428465845, 0.3631370788069291, 0.31581668451567635, 0.35911316460933734, 0.34774204884905985, 0.3340451111629492]
k40;[0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547];[0.26464941248752016, 0.24530265250427027, 0.26106775863401066, 0.2691742804280237, 0.25959830050212435, 0.2608243251054974, 0.24482907492444758, 0.2485304169514696, 0.26852152643748445, 0.26788001605903605];[0.2502923976608187, 0.2635921303152105, 0.2508868358476591, 0.26340733349962586, 0.2543601271219285, 0.2529177590057287, 0.26300377591122753, 0.26529125282816274, 0.25963207219715373, 0.26122433269826606];[0.265302610192179, 0.25359466936835134, 0.2505789627323149, 0.24800313234142524, 0.26178814942859885, 0.26860662458763185, 0.2488916665039158, 0.2657374789401133, 0.2597814524707475, 0.2586664085938256];[0.24847560975609756, 0.25700005789158836, 0.24617737003058104, 0.25530602409638553, 0.26644207947324094, 0.2596825887168398, 0.2572185584156884, 0.2738719633423589, 0.25819172997738216, 0.24922032834474236];[0.28182089329654764, 0.23715038950226963, 0.25754441587565485, 0.23470176621008187, 0.2662021171274084, 0.24743911209594338, 0.2528529698149951, 0.2580919602459492, 0.2617018837644721, 0.25352494052569485];[0.25229686079572927, 0.2667299297779465, 0.2627998704292982, 0.2800983723506111, 0.28583080002965816, 0.2849613098575754, 0.26139979801444385, 0.24716464606961286, 0.2799050662480611, 0.24872495976108752]
k80;[0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122];[0.2633694209949426, 0.27022181533825407, 0.26457416267942585, 0.26391237509607995, 0.257532656023222, 0.24985355566837192, 0.2606075822244539, 0.25762186258358366, 0.26303044280442806, 0.2623501476805467];[0.2522152205525933, 0.27481897415537027, 0.2456071463630117, 0.2468613510390348, 0.2702476350000952, 0.25720758224098206, 0.2649032010734138, 0.2631498118713046, 0.25842783604907693, 0.27062017122572557];[0.26500527173392124, 0.26372196279568244, 0.2650436380339917, 0.24787928540713808, 0.24705215197794247, 0.2597894330145851, 0.267215153544437, 0.2559228863425209, 0.24362035958870315, 0.2711780780324882];[0.24753405354626581, 0.2682982791586998, 0.24754213483146068, 0.25441256511935306, 0.2519057112700833, 0.28017839073567435, 0.26442960723919573, 0.26463484761357103, 0.26897956852066945, 0.27059293196205536];[0.2651158356373344, 0.2857142857142857, 0.2824793202829659, 0.2541770972812482, 0.26724741975191746, 0.28336207376091677, 0.29747090995852143, 0.2675402571106569, 0.24327503725198024, 0.2620062300533186];[0.2853860549574756, 0.26910906942167667, 0.288682745825603, 0.23166530595989568, 0.2592151285697813, 0.21853242667207956, 0.2621444368184244, 0.24623331898407227, 0.26235145772037755, 0.26848588212999813]
k160;[0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867];[0.25893857987708246, 0.25835895650828644, 0.26095010226527227, 0.25748561018624394, 0.26140367767401557, 0.25369962370098853, 0.25568060333935894, 0.25687042133416027, 0.2597262178286641, 0.2554415422885572];[0.2568519057317428, 0.25957118022020476, 0.25732286517398467, 0.2591236656518556, 0.26006060489085325, 0.25164605435398474, 0.25575377910935587, 0.25414943800594025, 0.25443660466110757, 0.26141174659379574];[0.2609315131794289, 0.2516571785073695, 0.2398195417309747, 0.26054996440048495, 0.2574625421038368, 0.2641292473983786, 0.255544149832465, 0.26052019454430114, 0.27282916357971926, 0.2615970459266097];[0.2576535057994307, 0.2647537686517134, 0.26802465826856064, 0.2659289324551999, 0.2875030188188523, 0.25442026025558734, 0.24718705359763615, 0.25443522530750246, 0.2829270119462233, 0.27433025578931436];[0.2568644133343646, 0.301070952910912, 0.25820898403567355, 0.2438448367479483, 0.29037020632635735, 0.2272745482953407, 0.254472159234064, 0.26951189413931237, 0.2506136762127411, 0.24986850051625725];[0.2545580696141541, 0.2610263097338345, 0.28161411607043146, 0.3074333398993607, 0.28628702947509094, 0.24076182996269388, 0.2852931298279658, 0.28598848368522073, 0.2595833894327864, 0.2365394927608191]
