;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.7232022453432152, 0.7232022453432152, 0.7232022453432152, 0.7232022453432152, 0.7232022453432152, 0.7232022453432152];[0.7234808724049452, 0.7232734930129521, 0.7238127180526643, 0.7228559650665217, 0.7226029276716559, 0.7235677826042444, 0.7238283184294078, 0.7232091063317464, 0.72349704459184, 0.7237744517164056];[0.7228875911445446, 0.7236439418228453, 0.7232915248555166, 0.7229575536284802, 0.7233373321239429, 0.7233225013174073, 0.7242454336778311, 0.7227301317964395, 0.7231286795626577, 0.7235077044013714];[0.7233470057424118, 0.7228730345023656, 0.7236362578289238, 0.7231804504422359, 0.7225587576177436, 0.7229475329493954, 0.7233431605712218, 0.7220459690950521, 0.7239991836020643, 0.7232466664475342];[0.7224071206013408, 0.7211831837117878, 0.7236014925156439, 0.723160995696122, 0.7232734600638746, 0.7218266020779546, 0.722734370143381, 0.7221962957561615, 0.7230890487936595, 0.7224173149795915];[0.7217800209811245, 0.7216296702292866, 0.7216569448708391, 0.7208144879236783, 0.7217038495108224, 0.7215381070633111, 0.7211943866451421, 0.7215946503563014, 0.7211026615969582, 0.7213839542172354];[0.7180817059208078, 0.7197683103645232, 0.7202529794545588, 0.7213246611752748, 0.7185576238057835, 0.7198069039835155, 0.7200766272319143, 0.7209266152282355, 0.720313457312353, 0.7197263197906463]
k10;[0.71979200519987, 0.71979200519987, 0.71979200519987, 0.71979200519987, 0.71979200519987, 0.71979200519987];[0.719550389503302, 0.7200712253805562, 0.7193918552036199, 0.7194878791058873, 0.7201470753543624, 0.7202011613813563, 0.7198433864425058, 0.7200502855814089, 0.720050121682698, 0.7202135790796829];[0.7197749131688187, 0.7201181092365341, 0.7199839734833999, 0.7193825563496823, 0.7197226804648154, 0.7196669954797238, 0.7200647424572507, 0.7195888229332562, 0.7196421209469185, 0.7204407984410081];[0.7194092673899635, 0.7191963607697927, 0.7192192790280821, 0.7194223251773564, 0.7191933684042722, 0.7200503816849471, 0.719116497967326, 0.7197573884263782, 0.7194220733083994, 0.7197657224042447];[0.7193427236867912, 0.7195503580817696, 0.7194632724262744, 0.719436222897788, 0.719613349879172, 0.720208268370329, 0.7193406705465035, 0.719614529710318, 0.7193113146868902, 0.718794159208667];[0.7180395866686071, 0.71763613436573, 0.718360659303215, 0.7196654561461427, 0.7183400888979123, 0.7192924299770141, 0.7186153779208911, 0.7180171396315492, 0.7188917351833441, 0.7175304487765627];[0.7164217187181058, 0.7157385552350146, 0.7166672168487769, 0.7169689307408377, 0.7169902098717733, 0.7162592519382399, 0.7176529497118087, 0.7167863357852098, 0.7159080956412576, 0.71547804148209]
k20;[0.7201126094259604, 0.7201126094259604, 0.7201126094259604, 0.7201126094259604, 0.7201126094259604, 0.7201126094259604];[0.7198765168176993, 0.7198545149534333, 0.7198704971879493, 0.7202464295715486, 0.7201269394024117, 0.7198026097134518, 0.7201318239395468, 0.719604216956857, 0.7199134230471325, 0.7199979724690259];[0.7196693216509176, 0.7195190763487999, 0.7196872055367218, 0.7203866086462138, 0.7205304839540945, 0.7196328654877634, 0.7189279513416921, 0.7195526682470459, 0.7199505009606723, 0.7193343265142982];[0.7197114194609862, 0.7197741061102985, 0.7197863520408164, 0.7196466706200364, 0.7200668774761022, 0.7199372571908, 0.7204710468966172, 0.7190314622836018, 0.7192583154555123, 0.7206619419887483];[0.7192527808686385, 0.719537600885755, 0.7186813664731339, 0.7197324269440855, 0.7193616402501091, 0.7197482901325531, 0.7208607551091099, 0.719607159460716, 0.7200113452895229, 0.7188194247172024];[0.7185092915067239, 0.7177325086945351, 0.7183741186229781, 0.7186202932713469, 0.7195314881202919, 0.7185431546807699, 0.7191514377367803, 0.717973467254993, 0.7186178637334534, 0.7187502272248036];[0.7159433845074643, 0.7164134805757948, 0.7167476512064216, 0.7168319422086722, 0.7154074942389813, 0.7167254970097116, 0.716339650633427, 0.7158976830100791, 0.716387243437015, 0.7164671803317256]
k40;[0.6981536432575008, 0.6981536432575008, 0.6981536432575008, 0.6981536432575008, 0.6981536432575008, 0.6981536432575008];[0.6977654147962123, 0.6970553247430599, 0.6978897257353986, 0.6979432165905817, 0.6977685157335396, 0.697296620328127, 0.6983151852729994, 0.6984981962763205, 0.6980567588069733, 0.6983546226758243];[0.6976984833712871, 0.6975009485085152, 0.6977399711668806, 0.6985174148017852, 0.6968885387948011, 0.6979229790596881, 0.696888085640794, 0.6979344596437337, 0.6973106182363656, 0.6975411212715702];[0.698795695555255, 0.6983755398857256, 0.698257977642456, 0.6976672541518004, 0.6971286393931029, 0.6978921383804396, 0.6976167044627958, 0.6978109085963977, 0.6973316966701923, 0.6977387929527675];[0.6972433715273676, 0.697887196773611, 0.6980754917597023, 0.6977766141130516, 0.6984216718900718, 0.6964789693283255, 0.6969554936089681, 0.6969290484616703, 0.6975009882795388, 0.697496936559918];[0.6959248323688638, 0.697517538156491, 0.6966584561044755, 0.6972131745992366, 0.6971832748676028, 0.6953323276878972, 0.6979394563367795, 0.6976207058288444, 0.6965488487776125, 0.6970948765863293];[0.6944206070483374, 0.6937695627344818, 0.6966897282741037, 0.6949652858925175, 0.6952290869484213, 0.6960851818988464, 0.6946167186204548, 0.695343842880242, 0.6967532814475771, 0.6951787106905921]
k80;[0.698228242034162, 0.698228242034162, 0.698228242034162, 0.698228242034162, 0.698228242034162, 0.698228242034162];[0.6977346278317152, 0.6979813032505159, 0.698262757104171, 0.697964748824724, 0.697654559945349, 0.6972541333059725, 0.6973058637083993, 0.6978473982472329, 0.6980810943742061, 0.698568553854058];[0.6982374192344809, 0.6968592089991965, 0.6982332907620263, 0.6981886983025047, 0.6971071833025129, 0.6983623578938445, 0.6978998959921353, 0.6977320087922126, 0.6984013728001484, 0.6975177367704039];[0.6973120014754022, 0.6975969833336298, 0.6977241976705061, 0.6967104607632414, 0.6977306893836351, 0.6972480339274686, 0.6985396555991654, 0.6970282788796678, 0.6981399355063745, 0.6968706011296926];[0.6981772372280983, 0.6975882718208227, 0.697788299618818, 0.6974239774811276, 0.6970832180384978, 0.6974337971395622, 0.6968989114531725, 0.6973842161633733, 0.6975724965816065, 0.6972918713727264];[0.6980907601339318, 0.6966627298320481, 0.6962198596594604, 0.6966846023652027, 0.6958436632024607, 0.6971741203275492, 0.6955849578651179, 0.6962616323932594, 0.6973609448424964, 0.697622333729195];[0.6947562641219779, 0.6963464795548029, 0.6942632865413537, 0.697097837673752, 0.6943258832011535, 0.6947462046358496, 0.6947638396587995, 0.69679553975228, 0.6961277588372511, 0.6936301686923383]
k160;[0.696379904630936, 0.696379904630936, 0.696379904630936, 0.696379904630936, 0.696379904630936, 0.696379904630936];[0.6966840238040741, 0.6975391993045486, 0.6967915300693288, 0.6970318834776515, 0.6965678069158904, 0.6977922290446749, 0.6978820353315501, 0.6972606265101583, 0.697585300899033, 0.6965706014703564];[0.6964855545033858, 0.6972345444617729, 0.6969452134975097, 0.6974317616537784, 0.6969394508541275, 0.6967550143266477, 0.6974749573666185, 0.6963016564452341, 0.6970383689218472, 0.6959819892164736];[0.6961470413374687, 0.6968146959158196, 0.696414137440182, 0.6965052158835736, 0.696572945361279, 0.6963769957302736, 0.6975903614457832, 0.6957041862744391, 0.6967244563171199, 0.6973277004579969];[0.6960754792733113, 0.6965161668890948, 0.6968014690182346, 0.6972049634216171, 0.6955364241746144, 0.6967121825793305, 0.6964560092047998, 0.6960361928463026, 0.6967798463472752, 0.6965223237915398];[0.6956363817649615, 0.696432003074755, 0.6963867561699048, 0.6959229195258004, 0.6949943980628139, 0.6962683953599738, 0.6952871911884841, 0.6964365177467773, 0.6939063279606047, 0.6968661331521931];[0.6954075053023118, 0.6946987727912746, 0.6943776026282041, 0.6924548352816153, 0.6947510716893295, 0.6943007749303483, 0.6958692383785501, 0.6946531248320705, 0.6947453650989875, 0.6937751966895767]
